FECHA (YYMMDD);HORA (HHMM);;
140627;1100;555;
140627;1200;595;
140627;1300;571;
140627;1400;476;
140627;1500;332;
140627;1600;115;
140627;1700;14;
140627;1800;0;
140627;1900;0;
140627;2000;0;
140627;2100;0;
140627;2200;0;
140627;2300;0;
140628;0000;0;
140628;0100;0;
140628;0200;0;
140628;0300;0;
140628;0400;0;
140628;0500;0;
140628;0600;0;
140628;0700;1;
140628;0800;23;
140628;0900;96;
140628;1000;192;
140628;1100;241;
140628;1200;339;
140628;1300;486;
140628;1400;465;
140628;1500;331;
140628;1600;122;
140628;1700;16;
140628;1800;0;
140628;1900;0;
140628;2000;0;
140628;2100;0;
140628;2200;0;
140628;2300;0;
140629;0000;0;
140629;0100;0;
140629;0200;0;
140629;0300;0;
140629;0400;0;
140629;0500;0;
140629;0600;0;
140629;0700;1;
140629;0800;36;
140629;0900;220;
140629;1000;440;
140629;1100;550;
140629;1200;600;
140629;1300;570;
140629;1400;480;
140629;1500;333;
140629;1600;124;
140629;1700;18;
140629;1800;0;
140629;1900;0;
140629;2000;0;
140629;2100;0;
140629;2200;0;
140629;2300;0;
140630;0000;0;
140630;0100;0;
140630;0200;0;
140630;0300;0;
140630;0400;0;
140630;0500;0;
140630;0600;0;
140630;0700;0;
140630;0800;6;
140630;0900;27;
140630;1000;57;
140630;1100;79;
140630;1200;95;
140630;1300;86;
140630;1400;90;
140630;1500;48;
140630;1600;36;
140630;1700;5;
140630;1800;0;
140630;1900;0;
140630;2000;0;
140630;2100;0;
140630;2200;0;
140630;2300;0;
140701;0000;0;
140701;0100;0;
140701;0200;0;
140701;0300;0;
140701;0400;0;
140701;0500;0;
140701;0600;0;
140701;0700;1;
140701;0800;38;
140701;0900;253;
140701;1000;345;
140701;1100;446;
140701;1200;502;
140701;1300;567;
140701;1400;385;
140701;1500;262;
140701;1600;119;
140701;1700;20;
140701;1800;0;
140701;1900;0;
140701;2000;0;
140701;2100;0;
140701;2200;0;
140701;2300;0;
140702;0000;0;
140702;0100;0;
140702;0200;0;
140702;0300;0;
140702;0400;0;
140702;0500;0;
140702;0600;0;
140702;0700;1;
140702;0800;26;
140702;0900;253;
140702;1000;566;
140702;1100;684;
140702;1200;573;
140702;1300;610;
140702;1400;512;
140702;1500;358;
140702;1600;121;
140702;1700;13;
140702;1800;0;
140702;1900;0;
140702;2000;0;
140702;2100;0;
140702;2200;0;
140702;2300;0;
140703;0000;0;
140703;0100;0;
140703;0200;0;
140703;0300;0;
140703;0400;0;
140703;0500;0;
140703;0600;0;
140703;0700;1;
140703;0800;34;
140703;0900;129;
140703;1000;237;
140703;1100;267;
140703;1200;491;
140703;1300;592;
140703;1400;456;
140703;1500;352;
140703;1600;122;
140703;1700;30;
140703;1800;0;
140703;1900;0;
140703;2000;0;
140703;2100;0;
140703;2200;0;
140703;2300;0;
140704;0000;0;
140704;0100;0;
140704;0200;0;
140704;0300;0;
140704;0400;0;
140704;0500;0;
140704;0600;0;
140704;0700;1;
140704;0800;20;
140704;0900;102;
140704;1000;180;
140704;1100;210;
140704;1200;157;
140704;1300;172;
140704;1400;134;
140704;1500;118;
140704;1600;80;
140704;1700;11;
140704;1800;0;
140704;1900;0;
140704;2000;0;
140704;2100;0;
140704;2200;0;
140704;2300;0;
140705;0000;0;
140705;0100;0;
140705;0200;0;
140705;0300;0;
140705;0400;0;
140705;0500;0;
140705;0600;0;
140705;0700;1;
140705;0800;51;
140705;0900;233;
140705;1000;473;
140705;1100;581;
140705;1200;626;
140705;1300;606;
140705;1400;519;
140705;1500;366;
140705;1600;128;
140705;1700;16;
140705;1800;0;
140705;1900;0;
140705;2000;0;
140705;2100;0;
140705;2200;0;
140705;2300;0;
140706;0000;0;
140706;0100;0;
140706;0200;0;
140706;0300;0;
140706;0400;0;
140706;0500;0;
140706;0600;0;
140706;0700;1;
140706;0800;25;
140706;0900;225;
140706;1000;478;
140706;1100;583;
140706;1200;629;
140706;1300;609;
140706;1400;518;
140706;1500;369;
140706;1600;126;
140706;1700;13;
140706;1800;0;
140706;1900;0;
140706;2000;0;
140706;2100;0;
140706;2200;0;
140706;2300;0;
140707;0000;0;
140707;0100;0;
140707;0200;0;
140707;0300;0;
140707;0400;0;
140707;0500;0;
140707;0600;0;
140707;0700;1;
140707;0800;23;
140707;0900;227;
140707;1000;482;
140707;1100;577;
140707;1200;629;
140707;1300;606;
140707;1400;513;
140707;1500;365;
140707;1600;126;
140707;1700;14;
140707;1800;0;
140707;1900;0;
140707;2000;0;
140707;2100;0;
140707;2200;0;
140707;2300;0;
140708;0000;0;
140708;0100;0;
140708;0200;0;
140708;0300;0;
140708;0400;0;
140708;0500;0;
140708;0600;0;
140708;0700;1;
140708;0800;38;
140708;0900;158;
140708;1000;250;
140708;1100;526;
140708;1200;597;
140708;1300;606;
140708;1400;508;
140708;1500;367;
140708;1600;136;
140708;1700;27;
140708;1800;0;
140708;1900;0;
140708;2000;0;
140708;2100;0;
140708;2200;0;
140708;2300;0;
140709;0000;0;
140709;0100;0;
140709;0200;0;
140709;0300;0;
140709;0400;0;
140709;0500;0;
140709;0600;0;
140709;0700;1;
140709;0800;25;
140709;0900;76;
140709;1000;135;
140709;1100;194;
140709;1200;284;
140709;1300;207;
140709;1400;167;
140709;1500;114;
140709;1600;62;
140709;1700;10;
140709;1800;0;
140709;1900;0;
140709;2000;0;
140709;2100;0;
140709;2200;0;
140709;2300;0;
140710;0000;0;
140710;0100;0;
140710;0200;0;
140710;0300;0;
140710;0400;0;
140710;0500;0;
140710;0600;0;
140710;0700;0;
140710;0800;9;
140710;0900;51;
140710;1000;98;
140710;1100;124;
140710;1200;128;
140710;1300;142;
140710;1400;106;
140710;1500;69;
140710;1600;37;
140710;1700;5;
140710;1800;0;
140710;1900;0;
140710;2000;0;
140710;2100;0;
140710;2200;0;
140710;2300;0;
140711;0000;0;
140711;0100;0;
140711;0200;0;
140711;0300;0;
140711;0400;0;
140711;0500;0;
140711;0600;0;
140711;0700;1;
140711;0800;23;
140711;0900;89;
140711;1000;159;
140711;1100;213;
140711;1200;220;
140711;1300;200;
