FECHA (YYMMDD);HORA (HHMM);;
150909;1500;16,1;
150909;1600;15,7;
150909;1700;15,9;
150909;1800;14,6;
150909;1900;13,5;
150909;2000;12,8;
150909;2100;12,1;
150909;2200;11,5;
150909;2300;11,2;
150910;0000;11;
150910;0100;10,6;
150910;0200;9,79999;
150910;0300;9;
150910;0400;8,7;
150910;0500;8,5;
150910;0600;8,39999;
150910;0700;8,79999;
150910;0800;9,7;
150910;0900;12;
150910;1000;14,9;
150910;1100;16;
150910;1200;17,3;
150910;1300;18,4;
150910;1400;20,3;
150910;1500;20,3;
150910;1600;18,6;
150910;1700;16,4;
150910;1800;14,4;
150910;1900;13,3;
150910;2000;13;
150910;2100;12,7;
150910;2200;12,2;
150910;2300;11,9;
150911;0000;11;
150911;0100;10,1;
150911;0200;9,7;
150911;0300;9,29999;
150911;0400;8,79999;
150911;0500;7,8;
150911;0600;7,2;
150911;0700;7;
150911;0800;11,2;
150911;0900;15,4;
150911;1000;16,2;
150911;1100;16,9;
150911;1200;19;
150911;1300;20,7;
150911;1400;23,7;
150911;1500;23,2;
150911;1600;21,8;
150911;1700;19,6;
150911;1800;17,5;
150911;1900;16;
150911;2000;15,3;
150911;2100;15,1;
150911;2200;14,2;
150911;2300;13,5;
150912;0000;12,4;
150912;0100;10,7;
150912;0200;10,3;
150912;0300;9;
150912;0400;8,39999;
150912;0500;7,6;
150912;0600;7,1;
150912;0700;7,3;
150912;0800;10,7;
150912;0900;15,6;
150912;1000;16,7;
150912;1100;18,6;
150912;1200;19,5;
150912;1300;20,4;
150912;1400;21,9;
150912;1500;20,8;
150912;1600;20,3;
150912;1700;18,4;
150912;1800;17,3;
150912;1900;15,7;
150912;2000;14,9;
150912;2100;13,5;
150912;2200;11,8;
150912;2300;10,6;
150913;0000;9,7;
150913;0100;9,2;
150913;0200;8,79999;
150913;0300;8,59999;
150913;0400;7,89999;
150913;0500;7,8;
150913;0600;7,6;
150913;0700;7,39999;
150913;0800;11;
150913;0900;15,5;
150913;1000;16,4;
150913;1100;16,7;
150913;1200;18,6;
150913;1300;21,1;
150913;1400;20,9;
150913;1500;19,7;
150913;1600;18,2;
150913;1700;17,1;
150913;1800;16,1;
150913;1900;14,9;
150913;2000;14,4;
150913;2100;13,9;
150913;2200;13,5;
150913;2300;13,5;
150914;0000;12,5;
150914;0100;12;
150914;0200;12,2;
150914;0300;12,3;
150914;0400;11,6;
150914;0500;11,6;
150914;0600;11,6;
150914;0700;11,8;
150914;0800;13;
150914;0900;15,5;
150914;1000;16;
150914;1100;17;
150914;1200;16,6;
150914;1300;15,6;
150914;1400;16;
150914;1500;15,4;
150914;1600;15;
150914;1700;14,5;
150914;1800;14;
150914;1900;13,9;
150914;2000;13,5;
150914;2100;12,6;
150914;2200;12,2;
150914;2300;11,7;
150915;0000;11,5;
150915;0100;11,5;
150915;0200;11,6;
150915;0300;11,5;
150915;0400;11,5;
150915;0500;11,2;
150915;0600;11;
150915;0700;11,3;
150915;0800;12;
150915;0900;13,6;
150915;1000;14,8;
150915;1100;14,6;
150915;1200;15,2;
150915;1300;16,6;
150915;1400;16,4;
150915;1500;17,5;
150915;1600;17,5;
150915;1700;16,2;
150915;1800;15;
150915;1900;14,1;
150915;2000;13,4;
150915;2100;13,2;
150915;2200;12,5;
150915;2300;11,4;
150916;0000;10,5;
150916;0100;10;
150916;0200;9,5;
150916;0300;9;
150916;0400;8,89999;
150916;0500;8,59999;
150916;0600;8,89999;
150916;0700;9,59999;
150916;0800;10,5;
150916;0900;12,2;
150916;1000;16,1;
150916;1100;15,7;
150916;1200;16,1;
150916;1300;16,1;
150916;1400;16;
150916;1500;15,5;
150916;1600;15,7;
150916;1700;14,9;
150916;1800;14,2;
150916;1900;13,9;
150916;2000;13,7;
150916;2100;-14,9;
150916;2200;;
150916;2300;-8,09999;
150917;0000;12,8;
150917;0100;12,2;
150917;0200;12,1;
150917;0300;11,7;
150917;0400;11,5;
150917;0500;10,6;
150917;0600;9,79999;
150917;0700;10,1;
150917;0800;13,7;
150917;0900;16,6;
150917;1000;16,8;
150917;1100;17,9;
150917;1200;19,3;
150917;1300;19,7;
150917;1400;20,4;
150917;1500;20,4;
150917;1600;19,3;
150917;1700;16,5;
150917;1800;13,9;
150917;1900;12,4;
150917;2000;11,8;
150917;2100;11,8;
150917;2200;11,1;
150917;2300;10,2;
150918;0000;9,59999;
150918;0100;9,2;
150918;0200;9;
150918;0300;8,79999;
150918;0400;8,39999;
150918;0500;7,6;
150918;0600;7,39999;
150918;0700;7,8;
150918;0800;11,8;
150918;0900;15,1;
150918;1000;14,9;
150918;1100;16,2;
150918;1200;17,6;
150918;1300;18,9;
150918;1400;20,6;
150918;1500;20,5;
150918;1600;18,9;
150918;1700;17;
150918;1800;15,3;
150918;1900;13,8;
150918;2000;12,9;
150918;2100;12,6;
150918;2200;11,9;
150918;2300;10,8;
150919;0000;9,89999;
150919;0100;9,29999;
150919;0200;8,79999;
150919;0300;8,5;
150919;0400;8,09999;
150919;0500;8,09999;
150919;0600;7,8;
150919;0700;8;
150919;0800;11,4;
150919;0900;15,2;
150919;1000;15,4;
150919;1100;16,3;
150919;1200;17,5;
150919;1300;19,6;
150919;1400;20;
150919;1500;20,3;
150919;1600;18,6;
150919;1700;17,8;
150919;1800;17,2;
150919;1900;15,7;
150919;2000;15,7;
150919;2100;14,8;
150919;2200;13,8;
150919;2300;13,5;
150920;0000;12,9;
150920;0100;12,4;
150920;0200;12,6;
150920;0300;12,8;
150920;0400;12,3;
150920;0500;12,4;
150920;0600;12,4;
150920;0700;12,4;
150920;0800;13,5;
150920;0900;14,9;
150920;1000;15,3;
150920;1100;15,9;
150920;1200;16;
150920;1300;16;
150920;1400;16,1;
150920;1500;16,3;
150920;1600;15,5;
150920;1700;14,3;
150920;1800;14;
150920;1900;13,9;
150920;2000;13,7;
150920;2100;13,7;
150920;2200;13,4;
150920;2300;13,5;
150921;0000;13,5;
150921;0100;13,4;
150921;0200;13,5;
150921;0300;13,5;
150921;0400;13,6;
150921;0500;13,8;
150921;0600;13,8;
150921;0700;14,1;
150921;0800;15;
150921;0900;16,3;
150921;1000;16,1;
150921;1100;16,9;
150921;1200;17,6;
150921;1300;17,2;
150921;1400;17,3;
150921;1500;17,3;
150921;1600;17;
150921;1700;15,9;
150921;1800;14,4;
150921;1900;13,7;
150921;2000;13,1;
150921;2100;12,5;
150921;2200;11,8;
150921;2300;10,9;
150922;0000;10,3;
150922;0100;10,2;
150922;0200;10;
150922;0300;9,79999;
150922;0400;9,7;
150922;0500;9,89999;
150922;0600;10,2;
150922;0700;10,7;
150922;0800;14;
150922;0900;15,5;
150922;1000;17,8;
150922;1100;18,2;
150922;1200;18,2;
150922;1300;18,9;
150922;1400;18,6;
150922;1500;18,7;
150922;1600;17,2;
150922;1700;17,1;
150922;1800;15,7;
150922;1900;14,6;
150922;2000;13,6;
150922;2100;12,7;
150922;2200;11,3;
150922;2300;10,4;
150923;0000;9,79999;
150923;0100;9,2;
150923;0200;8,79999;
150923;0300;8,29999;
150923;0400;8,09999;
150923;0500;8;
150923;0600;7,89999;
150923;0700;8,89999;
150923;0800;12,7;
150923;0900;15,6;
150923;1000;16;
150923;1100;16,1;
150923;1200;16,4;
150923;1300;16,9;
150923;1400;17,3;
150923;1500;17,9;
150923;1600;16,6;
150923;1700;15,9;
150923;1800;14,4;
150923;1900;14,2;
150923;2000;14,6;
150923;2100;14,5;
150923;2200;14,5;
150923;2300;14,5;
150924;0000;14,3;
150924;0100;14,1;
150924;0200;13,8;
150924;0300;14,4;
150924;0400;13,7;
150924;0500;11,6;
150924;0600;11,3;
150924;0700;10,8;
150924;0800;10,5;
150924;0900;11;
150924;1000;13,3;
150924;1100;15,3;
150924;1200;16,3;
150924;1300;16,3;
150924;1400;16,4;
150924;1500;16,8;
150924;1600;16,4;
150924;1700;15,2;
150924;1800;13,7;
150924;1900;12,8;
150924;2000;11,7;
150924;2100;10,8;
150924;2200;10,5;
150924;2300;9,89999;
150925;0000;9,5;
150925;0100;8,89999;
150925;0200;8,09999;
150925;0300;7,89999;
150925;0400;8,09999;
150925;0500;8,29999;
150925;0600;9,09999;
150925;0700;10,8;
150925;0800;12,6;
150925;0900;14,6;
150925;1000;17;
150925;1100;19,4;
150925;1200;19,8;
150925;1300;19,6;
150925;1400;18,1;
150925;1500;17,4;
150925;1600;17,7;
150925;1700;16,6;
150925;1800;15,2;
150925;1900;14,1;
150925;2000;13,7;
150925;2100;13,3;
150925;2200;13,3;
150925;2300;13,2;
150926;0000;13,2;
150926;0100;12,8;
150926;0200;12,3;
150926;0300;11,8;
150926;0400;11,5;
150926;0500;11,2;
150926;0600;11;
150926;0700;11,1;
150926;0800;12,3;
150926;0900;15,4;
150926;1000;17,1;
150926;1100;16,7;
150926;1200;17,9;
150926;1300;18,6;
150926;1400;19,5;
150926;1500;19;
150926;1600;19,1;
150926;1700;19,6;
150926;1800;16,6;
150926;1900;14,6;
150926;2000;13,7;
150926;2100;13,3;
150926;2200;12,8;
150926;2300;11,9;
150927;0000;11,8;
150927;0100;11,6;
150927;0200;10,8;
150927;0300;10,5;
150927;0400;10,1;
150927;0500;10,1;
150927;0600;10,2;
150927;0700;11;
150927;0800;13,3;
150927;0900;15,9;
150927;1000;16,3;
150927;1100;17,4;
150927;1200;19,1;
150927;1300;21;
150927;1400;20,5;
150927;1500;20,3;
150927;1600;22,6;
150927;1700;21,9;
150927;1800;19,5;
150927;1900;17,3;
150927;2000;16,3;
150927;2100;15,5;
150927;2200;15,3;
150927;2300;15;
150928;0000;14,2;
150928;0100;13,4;
150928;0200;13,4;
150928;0300;13,7;
150928;0400;14,1;
150928;0500;13,7;
150928;0600;13;
150928;0700;13,9;
150928;0800;18,1;
150928;0900;18,3;
150928;1000;19;
150928;1100;22;
150928;1200;23,1;
150928;1300;25;
150928;1400;25,8;
150928;1500;24,5;
150928;1600;23,6;
150928;1700;20,5;
150928;1800;18,4;
150928;1900;17,5;
150928;2000;17,2;
150928;2100;17;
150928;2200;16,5;
150928;2300;15;
150929;0000;14,5;
150929;0100;14,6;
150929;0200;13,8;
150929;0300;13,2;
150929;0400;12,5;
150929;0500;12,5;
150929;0600;12;
150929;0700;12,7;
150929;0800;13,6;
150929;0900;14,4;
150929;1000;15,5;
150929;1100;16,3;
150929;1200;17;
150929;1300;19,6;
150929;1400;21,7;
150929;1500;25,1;
150929;1600;25;
150929;1700;24,1;
150929;1800;21,7;
150929;1900;20,3;
150929;2000;20,4;
150929;2100;18,7;
150929;2200;15,9;
150929;2300;15,3;
150930;0000;14,2;
150930;0100;13,9;
150930;0200;13,4;
150930;0300;13,5;
150930;0400;12,8;
150930;0500;13,1;
150930;0600;13,1;
150930;0700;13,3;
150930;0800;14;
150930;0900;14,5;
150930;1000;14,7;
150930;1100;14,7;
150930;1200;14,7;
150930;1300;13,9;
150930;1400;14,5;
150930;1500;15;
150930;1600;13,8;
150930;1700;13,5;
150930;1800;13,7;
150930;1900;13,6;
150930;2000;13,7;
150930;2100;14;
150930;2200;13,9;
150930;2300;13,8;
151001;0000;13,9;
151001;0100;13,7;
151001;0200;13,7;
151001;0300;13,7;
151001;0400;13,7;
151001;0500;13,7;
151001;0600;13,7;
151001;0700;12,9;
151001;0800;12,2;
151001;0900;12,2;
151001;1000;13,3;
151001;1100;13,5;
151001;1200;13,9;
151001;1300;15;
151001;1400;14,7;
151001;1500;;
151001;1600;14;
151001;1700;13,8;
151001;1800;13,3;
151001;1900;12,8;
151001;2000;12,6;
151001;2100;12,4;
151001;2200;11,6;
151001;2300;10,7;
151002;0000;10,3;
151002;0100;9,79999;
151002;0200;9,29999;
151002;0300;9;
151002;0400;8,7;
151002;0500;8,59999;
151002;0600;8,7;
151002;0700;10,3;
151002;0800;12,6;
151002;0900;15,8;
151002;1000;18,6;
151002;1100;18,2;
151002;1200;19,6;
151002;1300;20,1;
151002;1400;21,3;
151002;1500;19,9;
151002;1600;20,2;
151002;1700;19,9;
151002;1800;17,3;
151002;1900;15,9;
151002;2000;14,8;
151002;2100;13,9;
151002;2200;13,3;
151002;2300;13,3;
151003;0000;13;
151003;0100;13,3;
151003;0200;13,3;
151003;0300;12,9;
151003;0400;13;
151003;0500;13,1;
151003;0600;13,1;
151003;0700;13,2;
151003;0800;13,5;
151003;0900;13,8;
151003;1000;13,8;
151003;1100;14,6;
151003;1200;15,5;
151003;1300;15,9;
151003;1400;16;
151003;1500;15,7;
151003;1600;15,1;
151003;1700;14,7;
151003;1800;14,3;
151003;1900;14,1;
151003;2000;14,1;
151003;2100;14,1;
151003;2200;14,2;
151003;2300;14,1;
151004;0000;14,1;
151004;0100;14;
151004;0200;14,1;
151004;0300;13,8;
151004;0400;13,1;
151004;0500;13,2;
151004;0600;13,2;
151004;0700;13,8;
151004;0800;15;
151004;0900;15,5;
151004;1000;15,8;
151004;1100;16;
151004;1200;16,1;
151004;1300;16,1;
151004;1400;16;
151004;1500;16,1;
151004;1600;15,7;
151004;1700;15,3;
151004;1800;15,1;
151004;1900;14,9;
151004;2000;14,6;
151004;2100;14,4;
151004;2200;14,3;
151004;2300;14,2;
151005;0000;13,8;
151005;0100;13,2;
151005;0200;12,8;
151005;0300;12,7;
151005;0400;12,8;
151005;0500;12,8;
151005;0600;12,5;
151005;0700;13;
151005;0800;14,6;
151005;0900;16,2;
151005;1000;17,3;
151005;1100;18,4;
151005;1200;20,7;
151005;1300;19,7;
151005;1400;19,5;
151005;1500;19,1;
151005;1600;18,9;
151005;1700;17,6;
151005;1800;15,7;
151005;1900;14,4;
151005;2000;13,9;
151005;2100;13,4;
151005;2200;13,1;
151005;2300;12,8;
151006;0000;12,9;
151006;0100;12,4;
151006;0200;12,3;
151006;0300;12,3;
151006;0400;12,2;
151006;0500;11,8;
151006;0600;11,7;
151006;0700;12,5;
151006;0800;14;
151006;0900;15;
151006;1000;15,5;
151006;1100;16,5;
151006;1200;19,1;
151006;1300;1,9;
151006;1400;17;
151006;1500;20,4;
151006;1600;19;
151006;1700;17,3;
151006;1800;15,1;
151006;1900;13,8;
151006;2000;13,2;
151006;2100;12,9;
151006;2200;12,6;
151006;2300;12,3;
151007;0000;12,1;
151007;0100;11,9;
151007;0200;11,5;
151007;0300;10,8;
151007;0400;10,3;
151007;0500;10,3;
151007;0600;10;
151007;0700;10,7;
151007;0800;13,1;
151007;0900;15,9;
151007;1000;16,7;
151007;1100;18,8;
151007;1200;19,9;
151007;1300;20,6;
151007;1400;18,9;
151007;1500;19;
151007;1600;18,1;
151007;1700;16,1;
151007;1800;13,5;
151007;1900;12,3;
151007;2000;11,4;
151007;2100;11,1;
151007;2200;10,9;
151007;2300;10,9;
151008;0000;10,9;
151008;0100;10,6;
151008;0200;10,1;
151008;0300;9,29999;
151008;0400;8,5;
151008;0500;8,5;
151008;0600;8,59999;
151008;0700;9,79999;
151008;0800;11,4;
151008;0900;13,4;
151008;1000;16;
151008;1100;17,8;
151008;1200;19,3;
151008;1300;19,9;
151008;1400;20,8;
151008;1500;20,7;
151008;1600;18,6;
151008;1700;16,3;
151008;1800;14,2;
151008;1900;12,4;
151008;2000;11,6;
151008;2100;11,2;
151008;2200;11,1;
151008;2300;10,9;
151009;0000;10,2;
151009;0100;9,59999;
151009;0200;8,5;
151009;0300;7,5;
151009;0400;6,8;
151009;0500;6,2;
151009;0600;6;
151009;0700;8,7;
151009;0800;12,6;
151009;0900;15,2;
151009;1000;15,8;
151009;1100;18,9;
151009;1200;21,8;
151009;1300;23,1;
151009;1400;22,8;
151009;1500;22,7;
151009;1600;21,7;
151009;1700;18,9;
151009;1800;15,8;
151009;1900;14,3;
151009;2000;13,4;
151009;2100;13,2;
151009;2200;12,3;
151009;2300;11,2;
151010;0000;10;
151010;0100;9,09999;
151010;0200;8,2;
151010;0300;7,6;
151010;0400;7;
151010;0500;6,5;
151010;0600;6,5;
151010;0700;9,59999;
151010;0800;13,1;
151010;0900;15,4;
151010;1000;14,6;
151010;1100;15,6;
151010;1200;16,7;
151010;1300;20,1;
151010;1400;21,6;
151010;1500;24,8;
151010;1600;24,3;
151010;1700;21,9;
151010;1800;19,3;
151010;1900;17,4;
151010;2000;16,1;
151010;2100;15,5;
151010;2200;15,2;
151010;2300;13,7;
151011;0000;11,7;
151011;0100;10,3;
151011;0200;9,29999;
151011;0300;8,39999;
151011;0400;8;
151011;0500;7,39999;
151011;0600;7;
151011;0700;10,4;
151011;0800;14,4;
151011;0900;17,3;
151011;1000;15,6;
151011;1100;16,6;
151011;1200;16,6;
151011;1300;18;
151011;1400;21,4;
151011;1500;23;
151011;1600;24,4;
151011;1700;24,6;
151011;1800;19,8;
151011;1900;16,8;
151011;2000;15,5;
151011;2100;14,6;
151011;2200;13,4;
151011;2300;11,6;
151012;0000;10,8;
151012;0100;10,1;
151012;0200;9,89999;
151012;0300;10,1;
151012;0400;10;
151012;0500;10,2;
151012;0600;10,2;
151012;0700;10,9;
151012;0800;13,7;
151012;0900;14,9;
151012;1000;15,8;
151012;1100;17;
151012;1200;17,1;
151012;1300;17,3;
151012;1400;17;
151012;1500;16,7;
151012;1600;16,8;
151012;1700;17;
151012;1800;15,9;
151012;1900;15;
151012;2000;14,8;
151012;2100;14,8;
151012;2200;14,4;
151012;2300;13,4;
151013;0000;13,3;
151013;0100;13;
151013;0200;12;
151013;0300;10,8;
151013;0400;10,1;
151013;0500;9,7;
151013;0600;9,89999;
151013;0700;12,9;
151013;0800;16,2;
151013;0900;17;
151013;1000;17,8;
151013;1100;18;
151013;1200;17,2;
151013;1300;17,7;
151013;1400;18,2;
151013;1500;16,8;
151013;1600;16,4;
151013;1700;15,2;
151013;1800;14,7;
151013;1900;14,2;
151013;2000;12,4;
151013;2100;11,8;
151013;2200;11,4;
151013;2300;11,1;
151014;0000;10,7;
151014;0100;10,3;
151014;0200;10,1;
151014;0300;10,6;
151014;0400;10,4;
151014;0500;10,2;
151014;0600;10,6;
151014;0700;10,9;
151014;0800;11,7;
151014;0900;11,1;
151014;1000;12,5;
151014;1100;5,39999;
151014;1200;12,3;
151014;1300;12,6;
151014;1400;10,8;
151014;1500;10,6;
151014;1600;11,3;
151014;1700;12,3;
151014;1800;11,7;
151014;1900;11,1;
151014;2000;10,7;
151014;2100;10,4;
151014;2200;10,1;
151014;2300;10;
151015;0000;9,79999;
151015;0100;9,39999;
151015;0200;8,7;
151015;0300;8;
151015;0400;7,39999;
151015;0500;7,2;
151015;0600;7,2;
151015;0700;9,59999;
151015;0800;12,6;
151015;0900;15,7;
151015;1000;15,6;
151015;1100;17;
151015;1200;18,1;
151015;1300;18,4;
151015;1400;19,2;
151015;1500;19,8;
151015;1600;20,1;
151015;1700;18,5;
151015;1800;15,1;
151015;1900;13,3;
151015;2000;12,4;
151015;2100;11,8;
151015;2200;11,5;
151015;2300;10,8;
151016;0000;10,2;
151016;0100;10;
151016;0200;9,79999;
151016;0300;9,39999;
151016;0400;9,2;
151016;0500;9;
151016;0600;9,29999;
151016;0700;10,2;
151016;0800;11,8;
151016;0900;13,3;
151016;1000;14,7;
151016;1100;14,1;
151016;1200;14,5;
151016;1300;14,9;
151016;1400;15,7;
151016;1500;16,3;
151016;1600;16,6;
151016;1700;16,1;
151016;1800;15,7;
151016;1900;13,9;
151016;2000;12,7;
151016;2100;12,3;
151016;2200;11,3;
151016;2300;10,3;
151017;0000;9,5;
151017;0100;8,89999;
151017;0200;8,59999;
151017;0300;7,89999;
151017;0400;7,6;
151017;0500;7,3;
151017;0600;7,3;
151017;0700;9,79999;
151017;0800;13,7;
151017;0900;15,5;
151017;1000;16,5;
151017;1100;17,9;
151017;1200;19,6;
151017;1300;21,2;
151017;1400;21,8;
151017;1500;22,3;
151017;1600;22,3;
151017;1700;22,6;
151017;1800;20,4;
151017;1900;17,5;
151017;2000;16,7;
151017;2100;15,9;
151017;2200;14;
151017;2300;12,6;
151018;0000;12;
151018;0100;12;
151018;0200;11,6;
151018;0300;11,4;
151018;0400;11,3;
151018;0500;10,9;
151018;0600;10,6;
151018;0700;11,8;
151018;0800;14,4;
151018;0900;16,5;
151018;1000;16,6;
151018;1100;17,5;
151018;1200;18,9;
151018;1300;19,8;
151018;1400;19,3;
151018;1500;19,6;
151018;1600;18,9;
151018;1700;18,3;
151018;1800;15,9;
151018;1900;14,7;
151018;2000;14,1;
151018;2100;14,2;
151018;2200;14;
151018;2300;13,7;
151019;0000;13,8;
151019;0100;13,4;
151019;0200;13,2;
151019;0300;13,2;
151019;0400;13,2;
151019;0500;13,5;
151019;0600;14;
151019;0700;15,2;
151019;0800;14,8;
151019;0900;15,3;
151019;1000;16,1;
151019;1100;14,6;
151019;1200;14,6;
151019;1300;14,8;
151019;1400;14,4;
151019;1500;16,9;
151019;1600;16,9;
151019;1700;15,3;
151019;1800;15,1;
151019;1900;13,5;
151019;2000;12,2;
151019;2100;11,5;
151019;2200;11,2;
151019;2300;10,7;
151020;0000;9,79999;
151020;0100;9,39999;
151020;0200;9,39999;
151020;0300;8,59999;
151020;0400;8,09999;
151020;0500;7,8;
151020;0600;8;
151020;0700;9,2;
151020;0800;13,4;
151020;0900;15,2;
151020;1000;15,6;
151020;1100;16,9;
151020;1200;18,8;
151020;1300;19;
151020;1400;19,1;
151020;1500;19;
151020;1600;18,8;
151020;1700;18;
151020;1800;15,9;
151020;1900;14,6;
151020;2000;13,6;
151020;2100;12,7;
151020;2200;11,9;
151020;2300;11;
151021;0000;10,4;
151021;0100;9,2;
151021;0200;8,79999;
151021;0300;8,39999;
151021;0400;7,8;
151021;0500;7,39999;
151021;0600;7,8;
151021;0700;10,8;
151021;0800;15,2;
151021;0900;16,6;
151021;1000;17,8;
151021;1100;19,5;
151021;1200;19,6;
151021;1300;20,1;
151021;1400;21,1;
151021;1500;20,9;
151021;1600;20,4;
151021;1700;19,5;
151021;1800;18,2;
151021;1900;15,5;
151021;2000;14,2;
151021;2100;13,4;
151021;2200;12,9;
151021;2300;11,6;
151022;0000;10,5;
151022;0100;9,59999;
151022;0200;9,09999;
151022;0300;8,79999;
151022;0400;8,39999;
151022;0500;8,2;
151022;0600;8,2;
151022;0700;11,6;
151022;0800;15,9;
151022;0900;17;
151022;1000;17,3;
151022;1100;17,9;
151022;1200;18,4;
151022;1300;18,4;
151022;1400;19,5;
151022;1500;21;
151022;1600;20,9;
151022;1700;20,5;
151022;1800;18;
151022;1900;16,3;
151022;2000;15;
151022;2100;13,7;
151022;2200;12,7;
151022;2300;11,7;
151023;0000;10,8;
151023;0100;10,1;
151023;0200;9,59999;
151023;0300;9,2;
151023;0400;9;
151023;0500;8,59999;
151023;0600;8,39999;
151023;0700;11,9;
151023;0800;15,5;
151023;0900;15,7;
151023;1000;16,6;
151023;1100;17,4;
151023;1200;18;
151023;1300;18;
151023;1400;18,3;
151023;1500;18,6;
151023;1600;18,3;
151023;1700;17,6;
151023;1800;15,7;
151023;1900;14,5;
151023;2000;13,7;
151023;2100;13,1;
151023;2200;12,2;
151023;2300;11,5;
151024;0000;11,1;
151024;0100;10,3;
151024;0200;9,7;
151024;0300;9,29999;
151024;0400;8,79999;
151024;0500;8,5;
151024;0600;9,09999;
151024;0700;10,7;
151024;0800;13,9;
151024;0900;16,6;
151024;1000;17,8;
151024;1100;19,4;
151024;1200;18,7;
151024;1300;19;
151024;1400;19,2;
151024;1500;18,9;
151024;1600;19;
151024;1700;18,7;
151024;1800;17;
151024;1900;16;
151024;2000;15,1;
151024;2100;14;
151024;2200;13,2;
151024;2300;12,4;
151025;0000;11,8;
151025;0100;11,3;
151025;0200;11,1;
151025;0300;10,9;
151025;0400;10,5;
151025;0500;10,1;
151025;0600;10,5;
151025;0700;11,8;
151025;0800;14,7;
151025;0900;19,8;
151025;1000;21,3;
151025;1100;20,4;
151025;1200;20,3;
151025;1300;21,6;
151025;1400;21,8;
151025;1500;23,1;
151025;1600;23,8;
151025;1700;23,5;
151025;1800;20,5;
151025;1900;17,7;
151025;2000;16,6;
151025;2100;16;
151025;2200;15,3;
151025;2300;14,6;
151026;0000;13,4;
151026;0100;13;
151026;0200;12,1;
151026;0300;11,5;
151026;0400;10,9;
151026;0500;10,7;
151026;0600;11,4;
151026;0700;14,1;
151026;0800;17,7;
151026;0900;19,8;
151026;1000;20,1;
151026;1100;20,5;
151026;1200;21,8;
151026;1300;22,7;
151026;1400;23,8;
151026;1500;25,5;
151026;1600;25,2;
151026;1700;21,3;
151026;1800;18,3;
151026;1900;17;
151026;2000;16,5;
151026;2100;15,8;
151026;2200;15,5;
151026;2300;14,9;
151027;0000;14,2;
151027;0100;13,7;
151027;0200;13,5;
151027;0300;13,3;
151027;0400;13;
151027;0500;12,8;
151027;0600;12,9;
151027;0700;14,1;
151027;0800;16,5;
151027;0900;17;
151027;1000;18,3;
151027;1100;19,2;
151027;1200;19,5;
151027;1300;19,2;
151027;1400;18,7;
151027;1500;18;
151027;1600;17,2;
151027;1700;16,8;
151027;1800;16,6;
151027;1900;16,4;
151027;2000;15,8;
151027;2100;15,8;
151027;2200;15,9;
151027;2300;15,6;
151028;0000;15,5;
151028;0100;15,6;
151028;0200;15,6;
151028;0300;15,5;
151028;0400;15,4;
151028;0500;15,3;
151028;0600;15,4;
151028;0700;15,8;
151028;0800;16;
151028;0900;17;
151028;1000;17,6;
151028;1100;18,4;
151028;1200;18,2;
151028;1300;19,2;
151028;1400;20,2;
151028;1500;20,3;
151028;1600;20,8;
151028;1700;19,8;
151028;1800;17,5;
151028;1900;15,8;
151028;2000;15;
151028;2100;14,9;
151028;2200;14,2;
151028;2300;13,5;
151029;0000;12,6;
151029;0100;12;
151029;0200;12,7;
151029;0300;12,8;
151029;0400;12,2;
151029;0500;11,7;
151029;0600;11,8;
151029;0700;15,4;
151029;0800;17,9;
151029;0900;18,7;
151029;1000;19,6;
151029;1100;21,9;
151029;1200;23,6;
151029;1300;22,6;
151029;1400;22,2;
151029;1500;22,7;
151029;1600;22,8;
151029;1700;22;
151029;1800;18,1;
151029;1900;15,5;
151029;2000;8,59999;
151029;2100;13,9;
151029;2200;13,4;
151029;2300;13,1;
151030;0000;12,9;
151030;0100;12,1;
151030;0200;11,4;
151030;0300;11,3;
151030;0400;11,8;
151030;0500;12,4;
151030;0600;12,7;
151030;0700;14,2;
151030;0800;16,9;
151030;0900;17,9;
151030;1000;19,3;
151030;1100;23,2;
151030;1200;24,6;
151030;1300;25;
151030;1400;24,2;
151030;1500;24,1;
151030;1600;23,2;
151030;1700;21,3;
151030;1800;18,8;
151030;1900;16,5;
151030;2000;15,3;
151030;2100;14,7;
151030;2200;14,4;
151030;2300;14,3;
151031;0000;13,6;
151031;0100;13;
151031;0200;12,4;
151031;0300;12,2;
151031;0400;11,3;
151031;0500;10,3;
151031;0600;10,3;
151031;0700;13,4;
151031;0800;15,9;
151031;0900;16,4;
151031;1000;18,1;
151031;1100;18,5;
151031;1200;18,7;
151031;1300;20,2;
151031;1400;20,6;
151031;1500;20,1;
151031;1600;19;
151031;1700;17,6;
151031;1800;15,7;
151031;1900;14;
151031;2000;13;
151031;2100;12,5;
151031;2200;11,9;
151031;2300;11;
151101;0000;10,2;
151101;0100;9,59999;
151101;0200;9,5;
151101;0300;10,1;
151101;0400;10,4;
151101;0500;10,6;
151101;0600;11;
151101;0700;12,4;
151101;0800;14,4;
151101;0900;15,7;
151101;1000;16,7;
151101;1100;17,1;
151101;1200;17,5;
151101;1300;17;
151101;1400;17,3;
151101;1500;17,2;
151101;1600;16,1;
151101;1700;15,6;
151101;1800;14,5;
151101;1900;14,5;
151101;2000;14,6;
151101;2100;14,4;
151101;2200;14,5;
151101;2300;14,3;
151102;0000;14,4;
151102;0100;14,4;
151102;0200;14,2;
151102;0300;14,1;
151102;0400;14,1;
151102;0500;13,9;
