FECHA (YYMMDD);HORA (HHMM);;
040805;0300;1,1;
040805;0400;0,9;
040805;0500;0,799998;
040805;0600;0,599998;
040805;0700;1,1;
040805;0800;1,5;
040805;0900;1,1;
040805;1000;0,599998;
040805;1100;0,3;
040805;1200;0,599998;
040805;1300;0,9;
040805;1400;1,7;
040805;1500;1,9;
040805;1600;1,6;
040805;1700;2,1;
040805;1800;2,5;
040805;1900;1,3;
040805;2000;1,3;
040805;2100;1;
040805;2200;0,4;
040805;2300;0,5;
040806;0000;0,5;
040806;0100;0,5;
040806;0200;1,4;
040806;0300;0,5;
040806;0400;0,9;
040806;0500;0,7;
040806;0600;1,7;
040806;0700;1,1;
040806;0800;0,4;
040806;0900;0,3;
040806;1000;0,4;
040806;1100;0,3;
040806;1200;0,599998;
040806;1300;0,3;
040806;1400;0,3;
040806;1500;0,2;
040806;1600;0,3;
040806;1700;0,3;
040806;1800;0,3;
040806;1900;0,2;
040806;2000;0,2;
040806;2100;0,7;
040806;2200;1;
040806;2300;1,5;
040807;0000;0,799998;
040807;0100;0,799998;
040807;0200;1,3;
040807;0300;1,1;
040807;0400;0,7;
040807;0500;1,9;
040807;0600;1,5;
040807;0700;1,5;
040807;0800;1,4;
040807;0900;0,799998;
040807;1000;0,7;
040807;1100;1,4;
040807;1200;1,4;
040807;1300;2;
040807;1400;1,6;
040807;1500;1,1;
040807;1600;0,4;
040807;1700;0,4;
040807;1800;0,4;
040807;1900;0,3;
040807;2000;0,2;
040807;2100;0,3;
040807;2200;0,3;
040807;2300;0,4;
040808;0000;0,4;
040808;0100;0,4;
040808;0200;0,3;
040808;0300;0,4;
040808;0400;0,3;
040808;0500;0,3;
040808;0600;0,3;
040808;0700;0,3;
040808;0800;0,3;
040808;0900;0,2;
040808;1000;0,3;
040808;1100;0,3;
040808;1200;0,4;
040808;1300;0,7;
040808;1400;0,799998;
040808;1500;0,599998;
040808;1600;0,3;
040808;1700;0,5;
040808;1800;0,599998;
040808;1900;0,4;
040808;2000;0,4;
040808;2100;0,3;
040808;2200;0,3;
040808;2300;0,4;
040809;0000;0,3;
040809;0100;0,4;
040809;0200;0,2;
040809;0300;0,3;
040809;0400;0,3;
040809;0500;0,2;
040809;0600;0,3;
040809;0700;0,3;
040809;0800;0,3;
040809;0900;0,5;
040809;1000;0,599998;
040809;1100;0,599998;
040809;1200;0,5;
040809;1300;0,3;
040809;1400;0,3;
040809;1500;0,3;
040809;1600;0,5;
040809;1700;0,4;
040809;1800;0,4;
040809;1900;0,5;
040809;2000;0,3;
040809;2100;0,3;
040809;2200;0,3;
040809;2300;0,5;
040810;0000;0,4;
040810;0100;0,599998;
040810;0200;0,599998;
040810;0300;0,4;
040810;0400;0,5;
040810;0500;0,5;
040810;0600;0,599998;
040810;0700;0,4;
040810;0800;0,599998;
040810;0900;0,599998;
040810;1000;0,7;
040810;1100;0,4;
040810;1200;0,7;
040810;1300;0,9;
040810;1400;0,599998;
040810;1500;0,7;
040810;1600;0,4;
040810;1700;0,3;
040810;1800;0,4;
040810;1900;0,4;
040810;2000;0,3;
040810;2100;0,3;
040810;2200;0,2;
040810;2300;0,3;
040811;0000;0,2;
040811;0100;0,3;
040811;0200;0,4;
040811;0300;0,7;
040811;0400;0,7;
040811;0500;0,799998;
040811;0600;0,9;
040811;0700;0,9;
040811;0800;0,5;
040811;0900;0,599998;
040811;1000;1,2;
040811;1100;1,6;
040811;1200;2,4;
040811;1300;2;
040811;1400;1,4;
040811;1500;0,799998;
040811;1600;0,799998;
040811;1700;0,4;
040811;1800;0,3;
040811;1900;0,3;
040811;2000;0,4;
040811;2100;0,7;
040811;2200;0,5;
040811;2300;0,9;
040812;0000;1,1;
040812;0100;0,4;
040812;0200;0,3;
040812;0300;0,5;
040812;0400;0,7;
040812;0500;0,799998;
040812;0600;0,799998;
040812;0700;0,5;
040812;0800;0,599998;
040812;0900;0,4;
040812;1000;0,4;
040812;1100;0,4;
040812;1200;0,5;
040812;1300;0,5;
040812;1400;0,7;
040812;1500;0,799998;
040812;1600;0,4;
040812;1700;0,799998;
040812;1800;0,4;
040812;1900;0,2;
040812;2000;0,3;
040812;2100;0,2;
040812;2200;0,3;
040812;2300;0,3;
040813;0000;0,2;
040813;0100;0,2;
040813;0200;0,3;
040813;0300;0,3;
040813;0400;0,4;
040813;0500;0,3;
040813;0600;0,2;
040813;0700;0,3;
040813;0800;0,3;
040813;0900;0,4;
040813;1000;0,7;
040813;1100;1;
040813;1200;1,8;
040813;1300;1,8;
040813;1400;;
040813;1500;1,6;
040813;1600;0,7;
040813;1700;0,599998;
040813;1800;0,3;
040813;1900;0,3;
040813;2000;0,4;
040813;2100;0,4;
040813;2200;0,3;
040813;2300;0,2;
040814;0000;0,2;
040814;0100;0,3;
040814;0200;0,4;
040814;0300;0,2;
040814;0400;0,599998;
040814;0500;0,7;
040814;0600;0,5;
040814;0700;0,599998;
040814;0800;0,599998;
040814;0900;0,4;
040814;1000;0,3;
040814;1100;0,3;
040814;1200;0,3;
040814;1300;0,3;
040814;1400;0,4;
040814;1500;0,2;
040814;1600;0,3;
040814;1700;0,4;
040814;1800;0,5;
040814;1900;0,599998;
040814;2000;0,4;
040814;2100;0,4;
040814;2200;0,599998;
040814;2300;0,4;
040815;0000;0,3;
040815;0100;0,2;
040815;0200;0,2;
040815;0300;0,2;
040815;0400;0,3;
040815;0500;0,3;
040815;0600;0,4;
040815;0700;0,3;
040815;0800;0,3;
