FECHA (YYMMDD);HORA (HHMM);;
130716;0600;;
130716;0700;;
130716;0800;;
130716;0900;;
130716;1000;;
130716;1100;;
130716;1200;;
130716;1300;;
130716;1400;;
130716;1500;;
130716;1600;;
130716;1700;;
130716;1800;;
130716;1900;;
130716;2000;;
130716;2100;;
130716;2200;;
130716;2300;;
130717;0000;;
130717;0100;;
130717;0200;;
130717;0300;;
130717;0400;;
130717;0500;;
130717;0600;;
130717;0700;;
130717;0800;;
130717;0900;;
130717;1000;;
130717;1100;;
130717;1200;;
130717;1300;;
130717;1400;;
130717;1500;;
130717;1600;;
130717;1700;;
130717;1800;;
130717;1900;;
130717;2000;;
130717;2100;;
130717;2200;;
130717;2300;;
130718;0000;;
130718;0100;;
130718;0200;;
130718;0300;;
130718;0400;;
130718;0500;;
130718;0600;;
130718;0700;;
130718;0800;;
130718;0900;;
130718;1000;;
130718;1100;;
130718;1200;;
130718;1300;;
130718;1400;;
130718;1500;;
130718;1600;;
130718;1700;;
130718;1800;;
130718;1900;;
130718;2000;;
130718;2100;;
130718;2200;;
130718;2300;;
130719;0000;;
130719;0100;;
130719;0200;;
130719;0300;;
130719;0400;;
130719;0500;;
130719;0600;;
130719;0700;;
130719;0800;;
130719;0900;;
130719;1000;;
130719;1100;;
130719;1200;;
130719;1300;;
130719;1400;;
130719;1500;;
130719;1600;;
130719;1700;;
130719;1800;;
130719;1900;;
130719;2000;;
130719;2100;;
130719;2200;;
130719;2300;;
130720;0000;;
130720;0100;;
130720;0200;;
130720;0300;;
130720;0400;;
130720;0500;;
130720;0600;;
130720;0700;;
130720;0800;;
130720;0900;;
130720;1000;;
130720;1100;;
130720;1200;;
130720;1300;;
130720;1400;;
130720;1500;;
130720;1600;;
130720;1700;;
130720;1800;;
130720;1900;;
130720;2000;;
130720;2100;;
130720;2200;;
130720;2300;;
130721;0000;;
130721;0100;;
130721;0200;;
130721;0300;;
130721;0400;;
130721;0500;;
130721;0600;;
130721;0700;;
130721;0800;;
130721;0900;;
130721;1000;;
130721;1100;;
130721;1200;;
130721;1300;;
130721;1400;;
130721;1500;;
130721;1600;;
130721;1700;;
130721;1800;;
130721;1900;;
130721;2000;;
130721;2100;;
130721;2200;;
130721;2300;;
130722;0000;;
130722;0100;;
130722;0200;;
130722;0300;;
130722;0400;;
130722;0500;;
130722;0600;;
130722;0700;;
130722;0800;;
130722;0900;;
130722;1000;;
130722;1100;;
130722;1200;;
130722;1300;;
130722;1400;;
130722;1500;;
130722;1600;;
130722;1700;;
130722;1800;;
130722;1900;;
130722;2000;;
130722;2100;;
130722;2200;;
130722;2300;;
130723;0000;;
130723;0100;;
130723;0200;;
130723;0300;;
130723;0400;;
130723;0500;;
130723;0600;;
130723;0700;;
130723;0800;;
130723;0900;;
130723;1000;;
130723;1100;;
130723;1200;;
130723;1300;;
130723;1400;;
130723;1500;;
130723;1600;;
130723;1700;;
130723;1800;;
130723;1900;;
130723;2000;;
130723;2100;;
130723;2200;;
130723;2300;;
130724;0000;;
130724;0100;;
130724;0200;;
130724;0300;;
130724;0400;;
130724;0500;;
130724;0600;;
130724;0700;;
130724;0800;;
130724;0900;;
130724;1000;;
130724;1100;;
130724;1200;;
130724;1300;;
130724;1400;;
130724;1500;;
130724;1600;;
130724;1700;;
130724;1800;;
130724;1900;;
130724;2000;;
130724;2100;;
130724;2200;;
130724;2300;;
130725;0000;;
130725;0100;;
130725;0200;;
130725;0300;;
130725;0400;;
130725;0500;;
130725;0600;;
130725;0700;;
130725;0800;;
130725;0900;;
130725;1000;;
130725;1100;;
130725;1200;;
130725;1300;;
130725;1400;;
130725;1500;;
130725;1600;;
130725;1700;;
130725;1800;;
130725;1900;;
130725;2000;;
130725;2100;;
130725;2200;;
130725;2300;;
130726;0000;;
130726;0100;;
130726;0200;;
130726;0300;;
130726;0400;;
130726;0500;;
130726;0600;;
130726;0700;;
130726;0800;;
130726;0900;;
130726;1000;;
130726;1100;;
130726;1200;;
130726;1300;;
130726;1400;;
130726;1500;;
130726;1600;;
130726;1700;;
130726;1800;;
130726;1900;;
130726;2000;;
130726;2100;;
130726;2200;;
130726;2300;;
130727;0000;;
130727;0100;;
130727;0200;;
130727;0300;;
130727;0400;;
130727;0500;;
130727;0600;;
130727;0700;;
130727;0800;;
130727;0900;;
130727;1000;;
130727;1100;;
130727;1200;;
130727;1300;;
130727;1400;;
130727;1500;;
130727;1600;;
130727;1700;;
130727;1800;;
130727;1900;;
130727;2000;;
130727;2100;;
130727;2200;;
130727;2300;;
130728;0000;;
130728;0100;;
130728;0200;;
130728;0300;;
130728;0400;;
130728;0500;;
130728;0600;;
130728;0700;;
130728;0800;;
130728;0900;;
130728;1000;;
130728;1100;;
130728;1200;;
130728;1300;;
130728;1400;;
130728;1500;;
130728;1600;;
130728;1700;;
130728;1800;;
130728;1900;;
130728;2000;;
130728;2100;;
130728;2200;;
130728;2300;;
130729;0000;;
130729;0100;;
130729;0200;;
130729;0300;;
130729;0400;;
130729;0500;;
130729;0600;;
130729;0700;;
130729;0800;;
130729;0900;;
130729;1000;;
130729;1100;;
130729;1200;;
130729;1300;;
130729;1400;;
130729;1500;;
130729;1600;;
130729;1700;;
130729;1800;;
130729;1900;;
130729;2000;;
130729;2100;;
130729;2200;;
130729;2300;;
130730;0000;;
130730;0100;;
130730;0200;;
130730;0300;;
130730;0400;;
130730;0500;;
130730;0600;;
130730;0700;;
130730;0800;;
130730;0900;;
130730;1000;;
130730;1100;;
130730;1200;;
130730;1300;;
130730;1400;;
130730;1500;;
130730;1600;;
130730;1700;;
130730;1800;;
130730;1900;;
130730;2000;;
130730;2100;;
130730;2200;;
130730;2300;;
130731;0000;;
130731;0100;;
130731;0200;;
130731;0300;;
130731;0400;;
130731;0500;;
130731;0600;;
130731;0700;;
130731;0800;;
130731;0900;;
